session_id,leg_left_1_joint,leg_left_2_joint,leg_left_3_joint,leg_left_4_joint,leg_left_5_joint,leg_left_6_joint,torso_1_joint,torso_2_joint,arm_left_1_joint,arm_left_2_joint,arm_left_3_joint,arm_left_4_joint,arm_left_5_joint,arm_left_6_joint,arm_left_7_joint
0,1.2594036900106123,-0.4660855763146677,0.6458376059196991,0.9468366599461618,-0.9261824231058269,-0.09963512875120469,0.873937520411434,0.7061351970387133,-0.3437834297232686,1.4710861521539742,-1.4832559696847223,-1.131219487010088,2.504730060861246,-0.8539818398849036,0.5155002869964616
0,-0.349065850399,-0.5236,0.1489504051909019,0.5191866479671556,-0.40702062774086745,0.040936859248916026,-0.4517983239055418,0.733038285838,-0.2198219792991606,1.3115517381967534,-0.5868240516183881,-1.3793379434202444,1.3471660878791516,-0.4306014610144965,0.3588329719905848
0,-0.349065850399,0.5236,0.32129187992488856,0.1570237894915981,-0.32944579418659115,-0.23890655494939955,-0.5281153208729901,0.6473961511572838,0.785398163397,1.9966416175612693,-1.3939444955181493,-2.23402144255,1.0429615728304542,0.28982798114099473,-0.22968652860244262
0,0.0007014276285758157,0.5236,-0.769982433003581,0.21705071066820583,-0.22650417583542196,-0.24193264560170513,0.33054481497567667,-0.225366413431869,0.3637393494591425,1.977016932968113,-0.6809002959947903,-2.2257465580097664,1.2021737761272986,-0.08551388896509617,0.2396967577498975
0,-0.349065850399,-0.5204164155920042,0.6388242463600478,1.1474213378192797,-0.8747017002793415,0.5236,-1.25663706144,0.6086872219197387,-0.4343051913613581,1.6361708454603812,-0.5928710651939602,-1.8158359103410326,2.51327412287,0.48818625707574703,0.680678408278
0,0.39798852467226686,0.4512564316935189,0.6720621332212194,0.9351257110344046,-0.6446255352556947,0.1544509245155744,-0.8326749771542987,0.6749385173921604,0.27113963829188265,1.2928132900248546,-1.009835460680572,-1.8038936603300089,2.469950062672171,0.7254443474355425,0.6805521186463391
0,-0.349065850399,-0.2575324771906552,0.7,0.8326674351508252,-0.836116102348824,0.005653549789327304,-0.7613219202639837,0.733038285838,-0.12397764894835175,1.3832663022872667,-0.6290216690860998,-1.8020843944504243,2.0455006358480428,0.35318847332201286,0.680678408278
0,0.11703852840722237,-0.20661888206111034,-1.89779055251567,0.12430202329948475,0.1966843141620678,0.16316908419951884,1.2300331609067314,-0.03684289169187633,0.5756494187248938,1.1252542658348657,-0.5328998684428757,-1.7637108507715302,0.32825731830937055,-0.9750779884859788,-0.680678408278
0,-0.349065850399,-0.5236,-0.3175928220890974,0.21366814920810448,-0.07562685872088791,0.019443514735016564,-0.1921987028986303,0.733038285838,0.2653063153708711,0.9797925824733072,-0.5546024981952162,-1.6326247569139378,0.6790322657251892,-0.47025846588640735,0.16626635414961322
0,-0.349065850399,-0.33638770534898194,0.2570696088695668,1.1336653488449866,-0.6961603918638728,0.5200012731014773,-1.25663706144,0.5576026715973068,-0.4618058029985772,1.3928966473550717,-0.30175673677104875,-1.4859589293487356,2.51327412287,1.0759482781645422,0.680678408278
0,-0.349065850399,-0.5201383988804654,0.5657750975951475,1.1054374049929139,-0.6521336318155941,0.5236,-1.25663706144,0.5031273259924116,-0.6147482931557202,1.4409220659327617,-0.6130403167144367,-1.7630739814247494,2.51327412287,0.6078297240965829,0.680678408278
0,-0.34179709047602463,-0.32692734649764527,0.506696432426054,0.8022122064894308,-0.6811365791798373,-0.043091438755907936,-0.3302542000375408,0.6008568807159296,-0.2826731536603653,1.5539146766554561,-0.9984416729402484,-1.5332103496225526,1.9447875909453218,-0.10229824187144763,0.6207485732492201
0,-0.349065850399,-0.5221761933783536,0.7,1.2684724208604352,-1.0410209099310672,0.5236,-1.25663706144,0.5895256460965874,-0.5369730514659592,1.8583646065671382,-0.5859308932089538,-1.9875631730679142,2.487685605970645,0.29015827939881966,0.680678408278
0,-0.349065850399,-0.3544591447117432,0.2941581163102146,1.0816027297399458,-0.541279331347615,0.5169999597759386,-1.25663706144,0.4147712348746626,-0.8635265391247073,1.16865252440054,-0.2814777484017385,-1.33431978830439,2.51327412287,1.119651358193049,0.680678408278
0,-0.1760743668653842,0.5236,-0.2057549665021387,0.06622082070162925,-0.028419538388461903,-0.2580572413240077,-1.25663706144,0.733038285838,0.7801093089735275,1.7280409279604718,-1.6582878411971544,-1.79100871548615,1.5974884962860987,-0.22147785958631638,-0.674381908989442
0,-0.349065850399,-0.5236,-0.9898227357065779,0.17288670949683566,0.10948772206379251,-0.15010273518663245,-0.02928962901451317,0.733038285838,-0.16080371822483785,1.4787755718566036,-0.20285537367561557,-0.9024950280121944,0.8638435101993904,-1.1629207357928648,-0.6369930054622918
0,-0.349065850399,-0.5236,0.6447290870549632,1.105489179908687,-0.6609458767944886,0.5236,-1.25663706144,0.6834397503014488,-0.5470312472579258,1.5498438417266471,-0.5380917060460643,-1.8402725399324105,2.51327412287,0.5818428925780622,0.680678408278
0,-0.349065850399,-0.5236,0.6998175350182427,1.101572268540888,-0.741073740910754,0.5236,-1.25663706144,0.5785701568201934,-0.7471332554969069,1.63854562452227,-0.6801642272130565,-1.7793448355100598,2.51327412287,0.323038823590028,0.680678408278
0,-0.349065850399,-0.5015040022856974,0.45765266935722226,1.1082761147440698,-0.6711228059566989,0.5236,-1.25663706144,0.42480656923253335,-0.8175205416199339,1.3377875614744315,-0.3888543837962904,-1.649369912750332,2.51327412287,0.8463167135166173,0.680678408278
0,-0.349065850399,-0.16705215440872007,0.05745245112094261,1.079068535292875,-0.4003425057802742,0.5073157287918191,-1.25663706144,0.4594383113921823,-0.7515448488096854,1.2376837207640345,-0.32504635933653964,-1.2911365846307838,2.51327412287,1.2272610329840903,0.680678408278
0,1.57079632679,-0.5236,0.19933076355017557,0.8832270129796607,-1.167911558151538,-0.08647218913972034,1.2331871951158564,-0.226892802759,0.7580974713062069,1.4859781216724905,-1.4051946956486978,-0.9923429130733704,1.76736981190297,-0.8787352063603688,0.61312826357929
0,-0.349065850399,-0.4274935568818229,0.5974538203619916,0.8924005759633212,-0.7180802714978742,-0.022686921141440716,-0.3867158325098842,0.66300138990739,-0.42044034985807827,1.5712871102562833,-1.085149787331251,-1.4741944218500407,2.1382386173363996,-0.15672852643141988,0.6461432043813802
0,-0.349065850399,-0.5236,-1.2430417741509414,0.43936218315346875,0.2253008793863092,-0.17044022553563737,0.01707382617243214,0.733038285838,-0.16088966003542446,1.7456382570297062,-0.49936851368499746,-1.1617825080191995,1.02940339128047,-1.0002073747366127,-0.680678408278
0,-0.349065850399,-0.5236,-1.243092477648383,0.16096079768621852,0.43506953983508306,-0.09355963435317222,0.030363019268195304,0.733038285838,-0.16629379825440455,1.5821762935131463,-0.13701487618445016,-0.8107122266896369,0.7418938561497531,-1.269667621453114,-0.680678408278
0,0.9533777778412942,-0.14449442699578008,0.6124000937511959,0.6443827052851049,-0.6959497300698402,-0.004229149834259723,0.5510899603000797,0.72264340000178,0.4190133279480169,1.5431133052056636,-0.9401474863012562,-1.7395482323571738,1.712877813360023,-0.1441454888015241,0.5443715704304058
0,-0.349065850399,-0.5225756408921571,0.6472999451239493,1.130967471177985,-0.8720855956889593,0.5236,-1.25663706144,0.5226971405745898,-0.6357656595807716,1.61657984744959,-0.5677369251208753,-1.8075602602158547,2.51327412287,0.5010041765495457,0.680678408278
0,1.57079632679,-0.5235999235836765,0.5679937767527631,0.8102133997807819,-1.1500256434723521,-0.09790424498874598,1.0807918482854366,-0.226892802759,0.6235666260526401,1.3486246368263113,-1.3565416856947772,-0.6276198885180868,1.558288190393758,-1.215428582702806,0.6628899017069735
0,-0.349065850399,-0.3144118895591906,0.5138380127600636,1.1468610948847537,-0.8258942429432806,0.5236,-1.25663706144,0.6407361142235959,-0.6328008893132002,1.458290212208604,-0.24783223346596325,-1.76047249457082,2.51327412287,1.0688001653488821,0.680678408278
0,-0.349065850399,-0.35109670575249735,0.7,0.8927489591269812,-0.773777952533745,0.08212776566234557,-0.7037497189681735,0.7159704250466682,-0.3253608868116518,1.4713881394174824,-0.7586832923470933,-1.7436032365776044,2.068276129663404,0.23213939530511873,0.680678408278
0,-0.349065850399,-0.5236,-0.5160032716849319,0.30870222379199996,-0.07929612991315647,-0.0884747640923881,-0.08907591072222255,0.733038285838,-0.0962993467624016,1.4096645839659994,-0.8663464944301092,-1.605477757473913,1.264531073219737,-0.39146402942162195,-0.2526677924088907
0,-0.349065850399,-0.35703771360395486,0.7,1.1138182378500041,-0.9211507804246084,0.5236,-1.25663706144,0.728499484916144,-0.45698946099810384,1.7596994489711622,-0.4437225838177031,-1.9825385958842279,2.505840016478014,0.6098962151391729,0.680678408278
0,-0.349065850399,-0.4667235106379791,0.7,0.9089454475972539,-0.735613008673199,0.1059217161190114,-0.6257992308200733,0.7328221302221467,-0.4083864159762112,1.5221343391239965,-0.9141758824162778,-1.5516118379314419,2.0952410663672314,-0.041317567991580643,0.680678408278
0,-0.349065850399,-0.3856914700480854,0.7,0.919584396577666,-0.7151899666953602,0.0742912420538084,-0.6303483964157891,0.733038285838,-0.19915690545604967,1.4053284106670032,-0.7132427560603322,-1.9805668458918564,2.1386967406442174,0.6243028256408453,0.680678408278
1,0.6256420802672902,-0.22359439837659933,0.617377049622406,0.6794755465391132,-0.9214101332626912,-0.12392211410105201,0.46361537136231,0.7133178622891284,0.05757546465933132,1.9503618375758667,-1.2830646014056661,-2.0704080666145352,1.9784942145871178,-0.28040283399126265,0.014446843241333747
1,0.841588837911353,-0.5236,0.7,0.9864501575257132,-0.9942290662651464,-0.16425549332472325,0.4221842940950681,0.733038285838,-0.554966640854877,1.2544283148104924,-1.5568509555971575,-0.5733681419537721,1.5555815553210055,-1.37008346282,-0.47866595888858815
1,1.57079632679,-0.5236,0.5837873375851335,0.7163585607929798,-1.1151365872978578,-0.0073704565140092935,0.9863636228091012,0.27974656753224303,0.6121999528914303,1.6687278065483897,-1.1536280385210127,-1.9298035803081741,2.1079553230799513,-0.219541725916255,0.508114190124487
1,-0.349065850399,-0.5236,-1.2694907324047087,0.26060580598067623,0.37949677185130315,-0.11809019458618082,-0.06727172902055083,0.733038285838,-0.06950716159184454,1.6836774244629402,-0.1553490517511987,-0.927086462502438,0.8342200236284278,-1.237616209354478,-0.680678408278
1,1.19373785846854,-0.41197074823155877,0.6477829714285873,0.6871326273543983,-0.855004357357838,0.036651599671282405,0.9625296081080044,0.7021475264269128,0.10119359911787536,1.759374898181745,-1.1151368156683854,-1.8591091285047778,1.7092331080239895,-0.31833847181733377,0.2275327612293477
1,-0.349065850399,-0.4979621076707149,0.5569017680160583,1.1707673430656043,-0.9325661809208857,0.5236,-1.25663706144,0.4089510803380428,-0.7700099736268328,1.5314941254226473,-0.39503774356775706,-1.8430927476657275,2.51327412287,0.7496910448611752,0.680678408278
1,1.57079632679,-0.5236,0.1673880493741435,1.011564946390427,-1.1981303567099897,-0.19029371551266888,1.25663706144,0.387451104136671,0.6225226133437002,1.1431499801425475,-0.9988332326353228,-1.1054553524530302,1.8128727777891251,-0.8873802303419281,0.680678408278
1,-0.349065850399,-0.39979845710282225,0.335794539763418,1.2838149513315984,-0.9287683455074925,0.5236,-1.25663706144,0.36363050193971713,-0.7837963245054863,1.368862570481911,-0.2473093843767406,-1.7079755845828748,2.51327412287,1.1230797614457657,0.680678408278
1,-0.349065850399,0.5236,0.19271865247302897,0.5446178979717601,-1.1091629467543829,-0.5236,0.5736341321135889,-0.226892802759,-0.4533942364798825,2.2423810502202786,-1.2329857563507507,-1.7120060064641347,1.4425341877128126,-0.8164484718443653,0.05989505499309469
1,-0.349065850399,-0.5236,0.6423102521913445,1.0673927543747403,-0.6756304675519919,0.5236,-1.25663706144,0.5365882120042551,-0.7662043930104826,1.4979029094442489,-0.5470011405332615,-1.7804715889970995,2.51327412287,0.5484441173895618,0.680678408278
1,-0.349065850399,-0.16139298610044045,0.25358591121556623,1.160464006438508,-0.5308844821778786,0.5044037763931012,-1.25663706144,0.5681003157173681,-0.9680031498883498,1.1905502445469185,-0.11279529135241753,-1.283249280302128,2.51327412287,1.3372371153344078,0.680678408278
1,-0.34027515954374316,-0.3321367628738414,0.46978470770614483,0.9352465718154093,-0.7867611489500856,-0.11362000985623417,-0.5947208069939884,0.6242900656209687,-0.20545029408972165,1.392352028713684,-1.0612022456092134,-1.396622399754248,2.1939393752922345,-0.21318324646542097,0.5803948812802117
1,-0.349065850399,-0.421384132323431,0.44041195148730544,1.0933703152717476,-0.6791096475450086,0.3884022617211544,-1.25663706144,0.5615601220964352,-0.7197757852682213,1.2413926768707735,-0.2727835443210418,-1.4344342593544357,2.51327412287,0.8649290074023673,0.680678408278
1,-0.349065850399,-0.5055905197120508,0.6117536305444151,1.080109288459146,-0.8711829745880669,0.5236,-1.25663706144,0.38211452843907884,-0.8202552074633004,1.5261844647135066,-0.5210249830514833,-1.755030349261693,2.51327412287,0.5945073580572532,0.680678408278
1,-0.349065850399,-0.5236,-0.2288762148770408,0.1442593217922528,-0.2695353677292067,-0.12407731611479327,-0.10727330440722466,0.733038285838,0.011598359538782877,1.3388523376448318,-0.5813900693050721,-1.634733758995516,0.9445704832527584,-0.4942302815235771,-0.1631063472267225
1,-0.349065850399,-0.4558318926663286,0.40768702191645495,1.1530615596101188,-0.7863552220300218,0.5236,-1.25663706144,0.33294458235932334,-0.904497744700146,1.2850231982877627,-0.2997163842588371,-1.583539631980874,2.51327412287,1.0002542819944855,0.680678408278
1,0.05679442393064131,0.09734850232543726,-1.4258671586675824,0.09653930722010656,-0.019092382622261334,-0.16137991625476494,0.940589998001506,-0.022448499191170892,0.3116936896961394,1.3330825972982536,-0.8509827114605657,-2.019922654337877,0.19549464134019576,-0.326032668721721,-0.5370755906311453
1,0.03514044506754874,0.1829634203003178,0.7,0.8591877582366475,-0.7082524191613783,0.0796189406713446,-0.9779438739642837,0.733038285838,0.13280006153487112,1.383616015485749,-1.1947145984585696,-1.9673040546809228,2.1692879571301162,0.2549405564865078,0.34922706683402516
1,-0.349065850399,0.5236,0.05293672190082963,0.2463242076671949,-0.35553294944800157,-0.29153245757814983,-0.9428447514527956,0.6086294295154617,0.7679012128685463,1.9541301093165413,-1.4427296757817478,-2.23402144255,1.1079997882774417,0.27419153260033313,-0.3261097434444726
1,-0.349065850399,-0.35126383682548806,0.3381845816200423,1.1786101368755433,-0.5668235295768566,0.5093168151139799,-1.25663706144,0.5192164255104538,-0.997444425001893,1.1592375020061534,-0.053520820225305216,-1.3563574928749644,2.51327412287,1.2866890949954546,0.680678408278
1,0.056055209806411294,0.4544634367793206,0.6916456927338397,0.6729666290492318,-0.581836740466828,-0.13950504462471747,-0.9399687712847934,0.733038285838,0.4552879840537223,1.3296722967007302,-1.2998712083769954,-2.040276842414481,2.38721478676684,0.4427560119741326,0.14564096276649652
1,-0.349065850399,-0.5236,-0.7385807348420997,0.40261579032987355,-0.1418160467977477,0.0023856075081747463,-0.10752964677293685,0.733038285838,0.2955159981135038,1.063885536452396,-0.36926528172571305,-1.6246697755609016,0.6065907176817377,-0.6406611817171906,-0.10639840616354272
