x1,y1,z1,torso_lift_joint,arm_right_1_joint,arm_right_2_joint,arm_right_3_joint,arm_right_4_joint,arm_right_5_joint,arm_right_6_joint,arm_right_7_joint
0.3163889843552847,-0.3906778766255525,1.444738446457414,0.2578334209591179,-3.45345556317918,-0.755704423463768,-2.0303906399811686,-1.7058892733025273,1.8618823520780237,1.5752169632609756,2.0807151294396795
0.3049749281041208,0.0116450339345062,0.5640846074014036,0.215080552613781,-1.855939267961209,-0.4744529879235408,-0.8725669064427111,-2.0814245718229385,0.765558931672937,-0.6270848912179982,-0.4071067304601896
-0.129128336441383,-1.0881984281972448,0.8869679681149528,0.1172610470115547,-1.7417540682788768,-1.6374498125094208,1.5871380633381178,0.1317295322584503,2.023961399958675,0.2764465232992352,0.5666185437858677
0.4571071206930631,-0.8436870784581152,0.8339012449266647,0.0679764993765373,-1.853950579929187,-1.844915167652816,0.766560029747457,-1.3198356222973615,1.75673359334827,1.5014257002580864,1.1956455913726864
0.3828521224315611,-0.7793946628717345,0.9157537715860948,0.2559198082849769,-1.3749297204962658,-1.038768349216954,-1.8049019902250465,0.0960536812721251,-0.0100030308138245,2.372992101904738,-1.1528288035224583
-0.3108536657024779,-0.5985515180443333,0.1540107375141408,0.0627705601552658,-0.6207185710729779,-1.7089595834765026,-1.4274563350613063,-0.3522748672246507,2.7142468217226066,-0.7024831082594345,-0.8441947879298939
0.7779385626469131,0.2473143836793546,0.9735071259348588,0.2691849127885017,-3.8511431527771447,-1.9727014721709173,0.4202909203800796,-1.7305561305171309,2.492171777573437,-0.2293600290233206,-1.584993836325596
0.8742387172972802,-0.2263587330501276,0.4653003546467597,0.2145508461410046,-3.037244818820681,0.0599090412586962,-1.3245271497085784,-0.0620791155995918,2.6526295140767933,-0.9697107962141472,0.5090777710989497
0.2020053334105898,-0.382453860993822,1.0121149638490503,0.0545373959020824,-1.089805993707074,-1.918175823974252,1.9402348585421687,-1.7572397785309062,3.089499838351435,1.80834905673718,0.4169303538675102
0.0423401370306669,-0.6544411401634163,0.6509748844226276,0.1382196494395103,0.0714056765838129,0.0077589437591794,2.0081841085429266,-1.8148278948389849,2.607305294140427,1.127899954539627,-1.6826806945442292
-0.6122471553141476,-0.5697251537064166,1.0586374351803427,0.2012621307512379,-1.2661553488371116,-2.137708897424617,-0.2031602589220608,0.3351369509872225,0.1364484691345495,0.38631599874047,-0.2567487291597457
0.7440966500782646,-0.9357335350778728,1.0362034261033182,0.0683889091708355,-2.324770168756422,-0.981168895896836,-1.8690251874330004,0.1220430748312346,0.7525030085562419,0.4310917920678012,-1.5547299901131144
0.4326959547658097,-0.7395871038174473,0.7370244780798199,0.1279826511424751,-1.125770157432144,0.2804803843758614,2.219749699384251,-1.273817385217714,0.637464297887266,-0.9501015192209884,0.3332366800777245
0.7096019551464258,-0.3788530108568306,0.5883273324599182,0.08784727026124,-2.9752988555007978,-0.9764853419520054,-0.3711859741253035,-2.170075680430009,-0.6793503504884089,2.0654005952232475,-2.219810569754316
-0.0233182758668733,-0.8844312028311845,0.8431025257118376,0.0591621990542145,-1.5596525823238112,-1.4402394873736748,0.3080457206709729,-0.3802115193473425,2.602402678252907,-1.498743606993129,1.5727323130677262
